LastName823 FirstName823 2 1.5
LastName824 FirstName824 1 1.1
LastName825 FirstName825 4 2.5
LastName826 FirstName826 3 3.1
LastName827 FirstName827 4 3.1
LastName828 FirstName828 3 3.5
LastName829 FirstName829 1 3.9
LastName830 FirstName830 4 1.3
LastName831 FirstName831 5 1.7
LastName832 FirstName832 4 3.7
LastName833 FirstName833 1 1.6
LastName834 FirstName834 1 1.5
LastName835 FirstName835 2 3.5
LastName836 FirstName836 4 2.4
LastName837 FirstName837 4 2.5
LastName838 FirstName838 3 1.7
LastName839 FirstName839 5 2.9
LastName840 FirstName840 4 1.3
LastName841 FirstName841 4 3.1
LastName842 FirstName842 2 1.8
LastName843 FirstName843 2 1.9
LastName844 FirstName844 5 1.5
LastName845 FirstName845 1 3.8
LastName846 FirstName846 2 2.3
LastName847 FirstName847 1 1.8
LastName848 FirstName848 4 1.2
LastName849 FirstName849 1 2.9
LastName850 FirstName850 4 2.9
LastName851 FirstName851 4 3.2
LastName852 FirstName852 3 1.0
LastName853 FirstName853 5 2.5
LastName854 FirstName854 4 2.0
LastName855 FirstName855 1 3.4
LastName856 FirstName856 3 3.5
LastName857 FirstName857 3 1.5
LastName858 FirstName858 3 3.8
LastName859 FirstName859 2 3.8
LastName860 FirstName860 1 3.0
LastName861 FirstName861 2 3.5
LastName862 FirstName862 1 3.9
LastName863 FirstName863 3 2.9
LastName864 FirstName864 4 2.9
LastName865 FirstName865 3 2.6
LastName866 FirstName866 5 1.1
LastName867 FirstName867 3 3.4
LastName868 FirstName868 2 2.8
LastName869 FirstName869 1 1.0
LastName870 FirstName870 3 2.2
LastName871 FirstName871 2 1.8
LastName872 FirstName872 5 3.6
LastName873 FirstName873 5 1.9
LastName874 FirstName874 3 3.1
LastName875 FirstName875 5 3.1
LastName876 FirstName876 4 1.0
LastName877 FirstName877 5 1.2
LastName878 FirstName878 2 3.6
LastName879 FirstName879 1 3.9
LastName880 FirstName880 4 3.3
LastName881 FirstName881 3 3.2
LastName882 FirstName882 2 2.2
LastName883 FirstName883 5 3.3
LastName884 FirstName884 1 3.7
LastName885 FirstName885 1 3.7
LastName886 FirstName886 4 3.2
LastName887 FirstName887 1 2.3
LastName888 FirstName888 3 1.7
LastName889 FirstName889 5 3.0
LastName890 FirstName890 2 3.2
LastName891 FirstName891 5 1.7
LastName892 FirstName892 1 1.8
LastName893 FirstName893 3 1.8
LastName894 FirstName894 4 3.9
LastName895 FirstName895 2 1.0
LastName896 FirstName896 3 1.1
LastName897 FirstName897 1 2.1
LastName898 FirstName898 1 3.9
LastName899 FirstName899 4 1.0
LastName900 FirstName900 2 3.1
LastName901 FirstName901 1 1.5
LastName902 FirstName902 1 1.8
LastName903 FirstName903 1 2.9
LastName904 FirstName904 5 2.7
LastName905 FirstName905 1 3.5
LastName906 FirstName906 2 2.4
LastName907 FirstName907 4 3.0
LastName908 FirstName908 2 1.3
LastName909 FirstName909 3 2.0
LastName910 FirstName910 3 2.3
LastName911 FirstName911 4 1.5
LastName912 FirstName912 3 1.7
LastName913 FirstName913 3 2.1
LastName914 FirstName914 3 1.5
LastName915 FirstName915 4 2.7
LastName916 FirstName916 1 2.6
LastName917 FirstName917 2 3.8
LastName918 FirstName918 3 2.2
LastName919 FirstName919 1 2.9
LastName920 FirstName920 1 3.8
LastName921 FirstName921 1 2.8
LastName922 FirstName922 4 3.5
LastName923 FirstName923 2 1.7
LastName924 FirstName924 2 2.1
LastName925 FirstName925 2 3.7
LastName926 FirstName926 4 2.8
LastName927 FirstName927 2 2.7
LastName928 FirstName928 5 3.6
LastName929 FirstName929 4 2.4
LastName930 FirstName930 2 2.4
LastName931 FirstName931 3 2.3
LastName932 FirstName932 3 1.3
LastName933 FirstName933 3 1.9
LastName934 FirstName934 4 1.0
LastName935 FirstName935 5 3.2
LastName936 FirstName936 1 3.8
LastName937 FirstName937 5 3.7
LastName938 FirstName938 2 3.7
LastName939 FirstName939 4 2.1
LastName940 FirstName940 1 2.9
LastName941 FirstName941 2 1.1
LastName942 FirstName942 2 3.9
LastName943 FirstName943 2 1.1
LastName944 FirstName944 5 2.3
LastName945 FirstName945 2 2.8
LastName946 FirstName946 1 1.7
LastName947 FirstName947 1 1.3
LastName948 FirstName948 4 3.6
LastName949 FirstName949 3 3.3
LastName950 FirstName950 1 3.8
LastName951 FirstName951 4 3.7
LastName952 FirstName952 5 2.7
LastName953 FirstName953 3 1.0
LastName954 FirstName954 3 3.4
LastName955 FirstName955 4 3.9
LastName956 FirstName956 5 2.1
LastName957 FirstName957 2 2.1
LastName958 FirstName958 4 3.2
LastName959 FirstName959 5 1.5
LastName960 FirstName960 2 2.7
LastName961 FirstName961 4 1.6
LastName962 FirstName962 5 3.7
LastName963 FirstName963 1 2.5
LastName964 FirstName964 1 1.0
LastName965 FirstName965 3 3.8
LastName966 FirstName966 3 3.2
LastName967 FirstName967 1 1.0
LastName968 FirstName968 4 3.6
LastName969 FirstName969 2 3.9
LastName970 FirstName970 2 3.5
LastName971 FirstName971 5 2.5
LastName972 FirstName972 3 2.0
LastName973 FirstName973 2 3.2
LastName974 FirstName974 5 1.9
LastName975 FirstName975 2 2.2
LastName976 FirstName976 4 2.2
LastName977 FirstName977 3 3.2
LastName978 FirstName978 1 1.9
LastName979 FirstName979 5 2.4
LastName980 FirstName980 3 1.7
LastName981 FirstName981 2 1.4
LastName982 FirstName982 5 2.6
LastName983 FirstName983 3 1.8
LastName984 FirstName984 3 3.9
LastName985 FirstName985 2 2.8
LastName986 FirstName986 1 1.8
LastName987 FirstName987 1 2.7
LastName988 FirstName988 1 3.9
LastName989 FirstName989 4 3.3
LastName990 FirstName990 2 2.6
LastName991 FirstName991 3 3.0
LastName992 FirstName992 1 2.9
LastName993 FirstName993 5 2.2
LastName994 FirstName994 4 2.5
LastName995 FirstName995 2 3.1
LastName996 FirstName996 5 2.0
LastName997 FirstName997 5 3.1
LastName998 FirstName998 5 3.1
LastName999 FirstName999 4 3.7
